totalAssets,tangibleAssets,intangibleAssets,netRevenue,profitBeforeTaxes,profitAfterTaxes,inventory,liabilities,cashAndCashEquivalents,equity,shorttermLiabilities,longtermLiabilities,costPrice,fixedAssetsDepreciation,lendingCost,shorttermBorrowingsFinancialLeases,longtermBorrowingsFinancialLeases,year,quarter
9978148740533.0,5909572042721.0,1166487459.0,1793331404371.0,123453964521.0,117279526295.0,410216503914.0,3772237345317.0,1309632950521.0,6205911395216.0,1414800387288.0,2357436958029.0,1612502497405.0,251515399023.0,54685801011.0,811042229288.0,2357436958029.0,2021,1
9823286717211.0,5669555699463.0,1050654126.0,2471575004601.0,203246198315.0,193069559334.0,409894972250.0,3920410663404.0,31936611382.0,5902876053807.0,2011084500518.0,1909326162886.0,2214302891070.0,240132176591.0,50190234860.0,876129775621.0,1909326162886.0,2021,2
10077470530529.0,5429954487083.0,934820793.0,1973238297371.0,90462202009.0,85926941171.0,446794690969.0,4088667535551.0,349280179536.0,5988802994978.0,2240270911263.0,1848396624288.0,1852043732464.0,240089772986.0,46390818622.0,920798416552.0,1843396624288.0,2021,3
8805078643051.0,5194678144195.0,818987460.0,2217304965071.0,84867228504.0,80395258274.0,426436272830.0,2735880389799.0,205806615728.0,6069198253252.0,1326108929388.0,1409771460411.0,2067895794902.0,240062592100.0,43568175050.0,749691960953.0,1404771460411.0,2021,4
8908606296168.0,4954784452543.0,703154127.0,2598167576375.0,364378453416.0,345889297270.0,315081934660.0,2752174812305.0,36021767337.0,6156431483863.0,1392126807494.0,1360048004811.0,2182951927848.0,240030739488.0,35110756618.0,803340505353.0,1355048004811.0,2022,1
9013880377971.0,4714880318029.0,637182684.0,2415840846519.0,264904073400.0,251632922643.0,631443252032.0,3018101606132.0,389757869968.0,5995778771839.0,2092002630555.0,926098975577.0,2069188288109.0,239982614860.0,33944922332.0,882804952256.0,921098975577.0,2022,2
8868050335261.0,4475636927825.0,513127446.0,3141272522216.0,155200850852.0,147420910507.0,422595421807.0,2724850652915.0,14457592834.0,6143199682346.0,1840706728031.0,884143924884.0,2905709256162.0,239961139345.0,31082814845.0,953952850893.0,879143924884.0,2022,3
8868050335261.0,4475636927825.0,513127446.0,3141272522216.0,155200850852.0,147420910507.0,422595421807.0,2724850652915.0,14457592834.0,6143199682346.0,1840706728031.0,884143924884.0,2905709256162.0,239961139345.0,31082814845.0,953952850893.0,879143924884.0,2022,4
