totalAssets,tangibleAssets,intangibleAssets,netRevenue,profitBeforeTaxes,profitAfterTaxes,inventory,liabilities,cashAndCashEquivalents,equity,shorttermLiabilities,longtermLiabilities,costPrice,fixedAssetsDepreciation,lendingCost,shorttermBorrowingsFinancialLeases,longtermBorrowingsFinancialLeases,year,quarter
61942059000000.0,730322000000.0,733619000000.0,0,0,0,0,0,18796222000000.0,4442805000000.0,0,0,0,0,0,0,0,2021,1
60328045000000.0,717909000000.0,738274000000.0,0,0,0,0,0,16020924000000.0,4516027000000.0,0,0,0,0,0,0,0,2021,2
75740729000000.0,703529000000.0,736844000000.0,0,0,0,0,0,31324544000000.0,4573522000000.0,0,0,0,0,0,0,0,2021,3
83822488000000.0,692501000000.0,710767000000.0,0,0,0,0,0,35674178000000.0,4679417000000.0,0,0,0,0,0,0,0,2021,4
80844175000000.0,681542000000.0,708363000000.0,0,0,0,0,0,33535285000000.0,4784675000000.0,0,0,0,0,0,0,0,2022,1
73734926000000.0,668508000000.0,705966000000.0,0,0,0,0,0,23291106000000.0,4906457000000.0,0,0,0,0,0,0,0,2022,2
73734926000000.0,668508000000.0,705966000000.0,0,0,0,0,0,23291106000000.0,4906457000000.0,0,0,0,0,0,0,0,2022,3
73734926000000.0,668508000000.0,705966000000.0,0,0,0,0,0,23291106000000.0,4906457000000.0,0,0,0,0,0,0,0,2022,4
